Timestamp,Count,IR_raw,Red_raw,BPM,SpO2
2026-07-07T13:52:55.352911,114191,3109178,3109274,75.0,82.0
2026-07-07T13:52:55.353205,114192,3109156,3109274,75.0,82.0
2026-07-07T13:52:55.353492,114193,3109121,3109274,75.0,82.0
2026-07-07T13:52:55.353715,114194,3109105,3109272,75.0,82.0
2026-07-07T13:52:55.354596,114195,3109096,3109278,73.2,81.9
2026-07-07T13:52:55.354843,114196,3109085,3109282,73.2,81.9
2026-07-07T13:52:55.414676,114197,3109076,3109289,73.2,81.9
2026-07-07T13:52:55.415668,114198,3109082,3109295,73.2,81.9
2026-07-07T13:52:55.416369,114199,3109077,3109293,73.2,81.9
2026-07-07T13:52:55.421452,114200,3109076,3109314,73.2,83.4
2026-07-07T13:52:55.423297,114201,3109092,3109295,73.2,83.4
2026-07-07T13:52:55.424743,114202,3109099,3109316,73.2,83.4
2026-07-07T13:52:55.425916,114203,3109096,3109312,73.2,83.4
2026-07-07T13:52:55.476614,114204,3109120,3109306,73.2,83.4
2026-07-07T13:52:55.477608,114205,3109121,3109324,73.2,82.7
2026-07-07T13:52:55.477918,114206,3109140,3109318,73.2,82.7
2026-07-07T13:52:55.478148,114207,3109151,3109333,73.2,82.7
2026-07-07T13:52:55.478364,114208,3109167,3109342,73.2,82.7
2026-07-07T13:52:55.536864,114209,3109179,3109342,73.2,82.7
2026-07-07T13:52:55.537662,114210,3109174,3109332,87.0,84.7
2026-07-07T13:52:55.537965,114211,3109187,3109327,87.0,84.7
2026-07-07T13:52:55.538197,114212,3109178,3109335,87.0,84.7
2026-07-07T13:52:55.538412,114213,3109180,3109346,87.0,84.7
2026-07-07T13:52:55.538621,114214,3109180,3109343,87.0,84.7
2026-07-07T13:52:55.597837,114215,3109187,3109353,115.4,85.0
2026-07-07T13:52:55.598297,114216,3109194,3109345,115.4,85.0
2026-07-07T13:52:55.598672,114217,3109196,3109330,115.4,85.0
2026-07-07T13:52:55.599051,114218,3109192,3109336,115.4,85.0
2026-07-07T13:52:55.599403,114219,3109198,3109298,115.4,85.0
2026-07-07T13:52:55.600398,114220,3109196,3109266,115.4,85.0
2026-07-07T13:52:55.658594,114221,3109179,3109220,115.4,85.0
2026-07-07T13:52:55.659360,114222,3109161,3109178,115.4,85.0
2026-07-07T13:52:55.659986,114223,3109167,3109156,115.4,85.0
2026-07-07T13:52:55.660493,114224,3109175,3109121,115.4,85.0
2026-07-07T13:52:55.662291,114225,3109191,3109105,115.4,85.0
2026-07-07T13:52:55.662715,114226,3109199,3109096,115.4,85.0
2026-07-07T13:52:55.719006,114227,3109198,3109085,115.4,85.0
2026-07-07T13:52:55.719653,114228,3109196,3109076,115.4,85.0
2026-07-07T13:52:55.720385,114229,3109214,3109082,115.4,85.0
2026-07-07T13:52:55.722084,114230,3109209,3109077,115.4,85.0
2026-07-07T13:52:55.722509,114231,3109226,3109076,115.4,85.0
2026-07-07T13:52:55.722863,114232,3109220,3109092,115.4,85.0
2026-07-07T13:52:55.779527,114233,3109222,3109099,115.4,85.0
2026-07-07T13:52:55.780150,114234,3109232,3109096,115.4,85.0
2026-07-07T13:52:55.782036,114235,3109244,3109120,115.4,85.0
2026-07-07T13:52:55.782539,114236,3109263,3109121,115.4,85.0
2026-07-07T13:52:55.782959,114237,3109264,3109140,115.4,85.0
2026-07-07T13:52:55.783338,114238,3109254,3109151,115.4,85.0
2026-07-07T13:52:55.839831,114239,3109258,3109167,115.4,85.0
2026-07-07T13:52:55.841816,114240,3109252,3109179,115.4,85.0
2026-07-07T13:52:55.842407,114241,3109261,3109174,115.4,85.0
2026-07-07T13:52:55.842878,114242,3109261,3109187,115.4,85.0
2026-07-07T13:52:55.843300,114243,3109263,3109178,115.4,85.0
2026-07-07T13:52:55.843720,114244,3109278,3109180,115.4,85.0
2026-07-07T13:52:55.900272,114245,3109276,3109180,115.4,85.0
2026-07-07T13:52:55.900548,114246,3109297,3109187,115.4,85.0
2026-07-07T13:52:55.900763,114247,3109299,3109194,115.4,85.0
2026-07-07T13:52:55.901239,114248,3109304,3109196,115.4,85.0
2026-07-07T13:52:55.901819,114249,3109302,3109192,115.4,85.0
2026-07-07T13:52:55.902546,114250,3109309,3109198,73.2,85.0
2026-07-07T13:52:55.960744,114251,3109327,3109196,73.2,85.0
2026-07-07T13:52:55.961351,114252,3109322,3109179,73.2,85.0
2026-07-07T13:52:55.961832,114253,3109321,3109161,73.2,85.0
2026-07-07T13:52:55.962249,114254,3109303,3109167,73.2,85.0
